Date,User,Kind,Max Mode,Model,Tokens,Cost ($)
"2025-03-10T19:45:28.597Z","You","pro-free-trial","No","auto","","Included"
"2025-03-10T19:44:31.654Z","You","pro-free-trial","No","auto","","Included"
"2025-03-10T18:25:26.369Z","You","pro-free-trial","No","auto","","Included"
"2025-03-10T17:47:24.686Z","You","pro-free-trial","No","auto","","Included"
"2025-03-10T17:44:55.690Z","You","pro-free-trial","No","auto","","Included"
"2025-03-10T17:44:23.740Z","You","Errored, Not Charged","No","auto","","Included"
"2025-03-10T16:35:34.771Z","You","Errored, Not Charged","No","auto","","Included"
"2025-03-09T23:04:23.243Z","You","pro-free-trial","No","auto","","Included"
"2025-03-09T23:02:45.908Z","You","pro-free-trial","No","auto","","Included"
"2025-03-09T22:50:26.259Z","You","pro-free-trial","No","auto","","Included"
"2025-03-09T22:49:22.485Z","You","pro-free-trial","No","auto","","Included"
"2025-03-09T22:48:07.213Z","You","Errored, Not Charged","No","auto","","Included"
"2025-03-09T22:28:08.725Z","You","pro-free-trial","No","auto","","Included"
"2025-03-09T22:25:37.335Z","You","Errored, Not Charged","No","auto","","Included"
"2025-03-09T22:17:38.733Z","You","Errored, Not Charged","No","auto","","Included"
"2025-03-09T22:17:14.164Z","You","Errored, Not Charged","No","auto","","Included"
"2025-03-09T22:13:17.818Z","You","Errored, Not Charged","No","auto","","Included"
"2025-03-09T22:12:35.970Z","You","pro-free-trial","No","auto","","Included"
"2025-03-09T22:12:11.572Z","You","pro-free-trial","No","auto","","Included"
"2025-03-09T22:11:33.035Z","You","pro-free-trial","No","auto","","Included"
"2025-03-09T22:10:52.352Z","You","pro-free-trial","No","auto","","Included"
"2025-03-09T22:10:26.397Z","You","Errored, Not Charged","No","auto","","Included"
"2025-03-09T22:09:33.116Z","You","pro-free-trial","No","auto","","Included"
"2025-03-09T22:08:04.706Z","You","Errored, Not Charged","No","auto","","Included"
"2025-03-09T22:06:47.266Z","You","pro-free-trial","No","auto","","Included"
"2025-03-03T19:54:59.138Z","You","pro-free-trial","No","auto","","Included"
"2025-03-02T01:00:27.800Z","You","pro-free-trial","No","claude-3.5-sonnet","","Included"
"2025-03-01T03:13:56.152Z","You","pro-free-trial","No","claude-3.5-sonnet","","Included"
"2025-03-01T03:07:26.600Z","You","pro-free-trial","No","claude-3.5-sonnet","","Included"
